tool	context	sample_size	rep	region	n_files	elapsed_sec	user_sec	sys_sec	max_rss_kb	exit_status
dmpp_list	CG	100	0052	chr5:15449680-15450643	100	0.25	0.23	0.01	12988	0
dmpp_list	CG	100	0053	chr8:11955567-11956074	100	0.25	0.22	0.02	15004	0
ballc	CG	100	0053	chr8:11955567-11956074	100	7.28	5.01	1.72	35168	0
ballc	CG	100	0054	chr10:123671691-123674480	100	7.37	4.90	1.86	35232	0
dmpp_list	CG	100	0054	chr10:123671691-123674480	100	0.35	0.22	0.02	15308	0
dmpp_list	CG	100	0055	chr18:70005736-70006080	100	0.26	0.23	0.02	13040	0
ballc	CG	100	0055	chr18:70005736-70006080	100	7.21	4.95	1.80	35208	0
ballc	CG	100	0056	chr6:126560209-126560748	100	7.28	4.92	1.81	35184	0
dmpp_list	CG	100	0056	chr6:126560209-126560748	100	0.25	0.23	0.01	13256	0
dmpp_list	CG	100	0057	chr6:168472624-168474551	100	0.22	0.19	0.02	12968	0
ballc	CG	100	0057	chr6:168472624-168474551	100	7.40	4.97	1.83	35168	0
ballc	CG	100	0058	chr8:3472697-3473159	100	7.28	4.95	1.81	35188	0
dmpp_list	CG	100	0058	chr8:3472697-3473159	100	0.24	0.22	0.02	15052	0
dmpp_list	CG	100	0059	chr19:28344343-28346016	100	0.25	0.22	0.02	15088	0
ballc	CG	100	0059	chr19:28344343-28346016	100	7.39	4.98	1.71	35256	0
ballc	CG	100	0060	chr9:20562981-20563797	100	7.49	4.96	1.81	35208	0
dmpp_list	CG	100	0060	chr9:20562981-20563797	100	0.25	0.22	0.02	13016	0
dmpp_list	CG	100	0061	chr8:136221145-136222235	100	0.25	0.23	0.01	13052	0
ballc	CG	100	0061	chr8:136221145-136222235	100	7.26	4.91	1.80	35228	0
ballc	CG	100	0062	chr12:5622945-5623319	100	7.17	4.91	1.79	35228	0
dmpp_list	CG	100	0062	chr12:5622945-5623319	100	0.27	0.22	0.01	13056	0
dmpp_list	CG	100	0063	chr4:19164070-19165278	100	0.25	0.22	0.02	15032	0
ballc	CG	100	0063	chr4:19164070-19165278	100	7.24	4.90	1.80	35188	0
ballc	CG	100	0064	chr9:9458902-9461863	100	7.27	4.90	1.82	35228	0
dmpp_list	CG	100	0064	chr9:9458902-9461863	100	0.25	0.22	0.02	13032	0
dmpp_list	CG	100	0065	chr7:126955811-126958406	100	0.25	0.23	0.01	13016	0
ballc	CG	100	0065	chr7:126955811-126958406	100	7.32	5.00	1.72	35240	0
ballc	CG	100	0066	chrX:130119041-130119207	100	7.25	4.83	1.85	35184	0
dmpp_list	CG	100	0066	chrX:130119041-130119207	100	0.25	0.23	0.01	15040	0
dmpp_list	CG	100	0067	chr7:27111485-27111903	100	0.25	0.22	0.02	13056	0
ballc	CG	100	0067	chr7:27111485-27111903	100	7.37	5.01	1.71	35188	0
ballc	CG	100	0068	chr1:73519185-73519932	100	7.31	4.86	1.82	35196	0
dmpp_list	CG	100	0068	chr1:73519185-73519932	100	1.07	0.23	0.02	13012	0
dmpp_list	CG	100	0069	chr18:50268597-50268728	100	0.48	0.22	0.02	15040	0
ballc	CG	100	0069	chr18:50268597-50268728	100	7.22	4.88	1.76	35160	0
ballc	CG	100	0070	chr6:51492948-51493393	100	7.35	4.96	1.71	35196	0
dmpp_list	CG	100	0070	chr6:51492948-51493393	100	0.25	0.24	0.00	13052	0
dmpp_list	CG	100	0071	chr6:50817231-50817460	100	0.25	0.23	0.01	12968	0
ballc	CG	100	0071	chr6:50817231-50817460	100	7.13	4.96	1.69	35136	0
ballc	CG	100	0072	chr18:5427768-5427951	100	7.31	4.90	1.78	35132	0
dmpp_list	CG	100	0072	chr18:5427768-5427951	100	0.73	0.22	0.02	13264	0
dmpp_list	CG	100	0073	chr7:53525475-53525834	100	0.25	0.23	0.01	13044	0
ballc	CG	100	0073	chr7:53525475-53525834	100	7.16	4.96	1.72	35172	0
ballc	CG	100	0074	chr20:61695399-61695722	100	7.17	4.99	1.67	35200	0
dmpp_list	CG	100	0074	chr20:61695399-61695722	100	0.30	0.21	0.02	12996	0
dmpp_list	CG	100	0075	chr10:18400909-18401323	100	0.27	0.23	0.01	15036	0
ballc	CG	100	0075	chr10:18400909-18401323	100	7.12	4.92	1.68	35152	0
ballc	CG	100	0076	chr12:123391597-123392259	100	7.28	5.01	1.69	35208	0
dmpp_list	CG	100	0076	chr12:123391597-123392259	100	0.25	0.22	0.02	15036	0
dmpp_list	CG	100	0077	chr13:110308769-110308902	100	0.36	0.22	0.02	13024	0
ballc	CG	100	0077	chr13:110308769-110308902	100	7.24	4.95	1.74	35200	0
ballc	CG	100	0078	chr4:44354342-44357413	100	7.43	4.96	1.77	35188	0
dmpp_list	CG	100	0078	chr4:44354342-44357413	100	0.25	0.23	0.01	15128	0
dmpp_list	CG	100	0079	chr2:48901985-48904986	100	0.25	0.22	0.02	15036	0
ballc	CG	100	0079	chr2:48901985-48904986	100	7.36	4.87	1.74	35200	0
ballc	CG	100	0080	chr13:82821299-82821513	100	7.83	4.94	2.11	35180	0
dmpp_list	CG	100	0080	chr13:82821299-82821513	100	1.40	0.23	0.03	13012	0
dmpp_list	CG	100	0081	chr6:7200983-7201712	100	0.25	0.23	0.02	13000	0
ballc	CG	100	0081	chr6:7200983-7201712	100	7.26	4.96	1.78	35204	0
ballc	CG	100	0082	chr16:35473551-35474428	100	7.18	4.99	1.75	35236	0
dmpp_list	CG	100	0082	chr16:35473551-35474428	100	0.25	0.22	0.02	15084	0
dmpp_list	CG	100	0083	chr1:13233364-13233554	100	1.03	0.22	0.02	15268	0
ballc	CG	100	0083	chr1:13233364-13233554	100	6.77	4.96	1.73	35172	0
ballc	CG	100	0084	chr12:53677129-53677640	100	7.18	4.90	1.80	35200	0
dmpp_list	CG	100	0084	chr12:53677129-53677640	100	0.39	0.23	0.01	15136	0
dmpp_list	CG	100	0085	chr7:153566888-153570225	100	0.25	0.23	0.01	13064	0
ballc	CG	100	0085	chr7:153566888-153570225	100	7.40	4.96	1.77	35224	0
ballc	CG	100	0086	chr12:11727290-11727741	100	7.24	4.90	1.78	35184	0
dmpp_list	CG	100	0086	chr12:11727290-11727741	100	0.40	0.23	0.01	13256	0
dmpp_list	CG	100	0087	chr13:107546191-107546670	100	0.25	0.23	0.01	13064	0
ballc	CG	100	0087	chr13:107546191-107546670	100	7.24	4.87	1.75	35192	0
ballc	CG	100	0088	chr8:72834326-72834875	100	7.19	4.81	1.78	35212	0
dmpp_list	CG	100	0088	chr8:72834326-72834875	100	0.25	0.22	0.02	15328	0
dmpp_list	CG	100	0089	chr17:56105181-56105412	100	0.45	0.22	0.02	15276	0
ballc	CG	100	0089	chr17:56105181-56105412	100	7.27	4.91	1.77	35204	0
ballc	CG	100	0090	chr7:52514751-52515858	100	7.27	4.96	1.76	35204	0
dmpp_list	CG	100	0090	chr7:52514751-52515858	100	0.26	0.23	0.01	15288	0
dmpp_list	CG	100	0091	chr18:25400148-25400486	100	0.26	0.22	0.02	15044	0
ballc	CG	100	0091	chr18:25400148-25400486	100	7.27	4.91	1.81	35204	0
ballc	CG	100	0092	chr14:83475221-83478226	100	7.59	4.96	1.71	35208	0
dmpp_list	CG	100	0092	chr14:83475221-83478226	100	0.32	0.23	0.01	13016	0
dmpp_list	CG	100	0093	chr20:55530845-55534227	100	0.34	0.22	0.02	12940	0
ballc	CG	100	0093	chr20:55530845-55534227	100	7.37	4.88	1.85	35200	0
ballc	CG	100	0094	chr5:68250344-68251453	100	7.32	4.88	1.85	35208	0
dmpp_list	CG	100	0094	chr5:68250344-68251453	100	0.25	0.23	0.01	15292	0
dmpp_list	CG	100	0095	chr19:53584341-53585579	100	0.25	0.22	0.01	15140	0
ballc	CG	100	0095	chr19:53584341-53585579	100	7.26	4.94	1.80	35184	0
ballc	CG	100	0096	chr4:46269607-46271784	100	7.28	5.00	1.73	35176	0
dmpp_list	CG	100	0096	chr4:46269607-46271784	100	0.25	0.22	0.02	15080	0
dmpp_list	CG	100	0097	chr7:32211625-32212362	100	0.25	0.22	0.01	15052	0
ballc	CG	100	0097	chr7:32211625-32212362	100	7.18	4.86	1.83	35200	0
ballc	CG	100	0098	chr18:1119195-1120276	100	7.55	4.96	1.77	35212	0
dmpp_list	CG	100	0098	chr18:1119195-1120276	100	0.27	0.22	0.02	15032	0
dmpp_list	CG	100	0099	chr10:44387560-44387653	100	0.62	0.23	0.01	15140	0
ballc	CG	100	0099	chr10:44387560-44387653	100	7.52	4.90	1.82	35176	0
ballc	CG	100	0100	chr1:236713100-236713431	100	7.38	4.96	1.80	35188	0
dmpp_list	CG	100	0100	chr1:236713100-236713431	100	0.25	0.22	0.02	13268	0
dmpp_list	CG	10	0001	chr18:60904687-60905329	10	0.51	0.04	0.01	14496	0
ballc	CG	10	0001	chr18:60904687-60905329	10	1.15	0.67	0.20	35072	0
ballc	CG	10	0002	chr7:129102492-129103257	10	1.04	0.69	0.19	35100	0
dmpp_list	CG	10	0002	chr7:129102492-129103257	10	0.05	0.04	0.01	13756	0
dmpp_list	CG	10	0003	chr10:80986092-80987802	10	0.21	0.04	0.01	12380	0
ballc	CG	10	0003	chr10:80986092-80987802	10	1.01	0.69	0.21	35148	0
ballc	CG	10	0004	chr7:73004751-73004968	10	1.04	0.67	0.22	34932	0
dmpp_list	CG	10	0004	chr7:73004751-73004968	10	0.05	0.04	0.00	12244	0
dmpp_list	CG	10	0005	chr19:54565849-54566796	10	0.17	0.04	0.00	12196	0
ballc	CG	10	0005	chr19:54565849-54566796	10	0.90	0.68	0.20	34996	0
ballc	CG	10	0006	chr9:100907369-100908413	10	1.04	0.69	0.22	35128	0
dmpp_list	CG	10	0006	chr9:100907369-100908413	10	0.05	0.03	0.00	14468	0
dmpp_list	CG	10	0007	chr6:62666358-62666693	10	0.05	0.03	0.01	14496	0
ballc	CG	10	0007	chr6:62666358-62666693	10	0.99	0.70	0.20	35124	0
ballc	CG	10	0008	chr8:4995081-4995181	10	0.98	0.69	0.21	35004	0
dmpp_list	CG	10	0008	chr8:4995081-4995181	10	0.05	0.04	0.01	12436	0
dmpp_list	CG	10	0009	chr5:2250505-2250695	10	0.04	0.03	0.00	14732	0
ballc	CG	10	0009	chr5:2250505-2250695	10	0.98	0.67	0.22	35120	0
ballc	CG	10	0010	chr11:92883107-92883298	10	1.01	0.66	0.23	35060	0
dmpp_list	CG	10	0010	chr11:92883107-92883298	10	0.24	0.04	0.01	12460	0
dmpp_list	CG	10	0011	chr11:25599990-25600068	10	0.18	0.03	0.01	11996	0
ballc	CG	10	0011	chr11:25599990-25600068	10	1.03	0.69	0.23	35036	0
ballc	CG	10	0012	chr11:58972007-58972930	10	1.00	0.70	0.22	35116	0
dmpp_list	CG	10	0012	chr11:58972007-58972930	10	0.05	0.04	0.01	12364	0
dmpp_list	CG	10	0013	chr8:10777349-10777787	10	0.05	0.03	0.01	12704	0
ballc	CG	10	0013	chr8:10777349-10777787	10	1.04	0.71	0.21	35060	0
ballc	CG	10	0014	chr5:135132025-135132550	10	1.03	0.68	0.23	35136	0
dmpp_list	CG	10	0014	chr5:135132025-135132550	10	0.05	0.04	0.00	12160	0
dmpp_list	CG	10	0015	chr22:45017786-45018409	10	0.22	0.03	0.01	12116	0
ballc	CG	10	0015	chr22:45017786-45018409	10	1.01	0.70	0.22	35032	0
ballc	CG	10	0016	chr14:25520941-25521563	10	1.06	0.68	0.23	35120	0
dmpp_list	CG	10	0016	chr14:25520941-25521563	10	0.20	0.04	0.01	12476	0
dmpp_list	CG	10	0017	chr5:175048343-175048570	10	0.05	0.04	0.00	12700	0
ballc	CG	10	0017	chr5:175048343-175048570	10	0.92	0.69	0.22	35088	0
ballc	CG	10	0018	chr3:34346374-34347822	10	0.98	0.69	0.21	35068	0
dmpp_list	CG	10	0018	chr3:34346374-34347822	10	0.07	0.04	0.00	14412	0
dmpp_list	CG	10	0019	chr16:27056092-27058943	10	0.25	0.04	0.01	12136	0
ballc	CG	10	0019	chr16:27056092-27058943	10	1.03	0.72	0.21	35144	0
ballc	CG	10	0020	chr21:46591012-46594063	10	0.97	0.68	0.23	35116	0
dmpp_list	CG	10	0020	chr21:46591012-46594063	10	0.03	0.02	0.00	14380	0
dmpp_list	CG	10	0021	chr3:140475747-140476554	10	0.04	0.03	0.00	12448	0
ballc	CG	10	0021	chr3:140475747-140476554	10	0.98	0.69	0.22	35132	0
ballc	CG	10	0022	chr1:221680909-221682657	10	1.04	0.69	0.24	35092	0
dmpp_list	CG	10	0022	chr1:221680909-221682657	10	0.21	0.04	0.01	13924	0
dmpp_list	CG	10	0023	chr16:26123069-26123622	10	0.08	0.04	0.01	12464	0
ballc	CG	10	0023	chr16:26123069-26123622	10	0.97	0.70	0.22	35144	0
ballc	CG	10	0024	chr14:85913918-85914615	10	1.01	0.69	0.22	35072	0
dmpp_list	CG	10	0024	chr14:85913918-85914615	10	0.12	0.04	0.01	12276	0
dmpp_list	CG	10	0025	chr2:65030383-65030570	10	0.09	0.04	0.00	12056	0
ballc	CG	10	0025	chr2:65030383-65030570	10	0.98	0.69	0.23	35036	0
ballc	CG	10	0026	chr11:79348942-79349508	10	0.97	0.71	0.20	35092	0
dmpp_list	CG	10	0026	chr11:79348942-79349508	10	0.08	0.04	0.01	12332	0
dmpp_list	CG	10	0027	chr20:26276905-26277145	10	0.14	0.03	0.01	14380	0
ballc	CG	10	0027	chr20:26276905-26277145	10	0.98	0.69	0.23	35032	0
ballc	CG	10	0028	chr6:65980861-65985996	10	1.00	0.69	0.25	35044	0
dmpp_list	CG	10	0028	chr6:65980861-65985996	10	0.05	0.04	0.00	12256	0
dmpp_list	CG	10	0029	chr12:118715386-118717440	10	0.17	0.04	0.01	12700	0
ballc	CG	10	0029	chr12:118715386-118717440	10	0.97	0.70	0.23	35096	0
ballc	CG	10	0030	chr7:67595333-67595734	10	0.95	0.69	0.20	35120	0
dmpp_list	CG	10	0030	chr7:67595333-67595734	10	0.04	0.03	0.00	14724	0
dmpp_list	CG	10	0031	chr11:57989487-57990002	10	0.05	0.03	0.01	14732	0
ballc	CG	10	0031	chr11:57989487-57990002	10	0.97	0.67	0.24	35124	0
ballc	CG	10	0032	chr19:23909741-23914442	10	1.00	0.71	0.21	35064	0
dmpp_list	CG	10	0032	chr19:23909741-23914442	10	0.09	0.04	0.01	12240	0
dmpp_list	CG	10	0033	chr11:127370712-127372744	10	0.07	0.04	0.01	12436	0
ballc	CG	10	0033	chr11:127370712-127372744	10	1.00	0.71	0.23	35036	0
ballc	CG	10	0034	chr2:40967444-40967745	10	0.91	0.68	0.22	34984	0
dmpp_list	CG	10	0034	chr2:40967444-40967745	10	0.08	0.04	0.00	12484	0
dmpp_list	CG	10	0035	chr10:3813894-3814451	10	0.05	0.04	0.01	12124	0
ballc	CG	10	0035	chr10:3813894-3814451	10	0.92	0.69	0.21	35060	0
ballc	CG	10	0036	chr15:98348879-98349258	10	0.94	0.71	0.21	35072	0
dmpp_list	CG	10	0036	chr15:98348879-98349258	10	0.10	0.04	0.00	12236	0
dmpp_list	CG	10	0037	chr4:2798992-2799189	10	0.06	0.04	0.00	12352	0
ballc	CG	10	0037	chr4:2798992-2799189	10	0.94	0.67	0.23	35112	0
ballc	CG	10	0038	chr7:147213115-147214169	10	1.04	0.67	0.24	35056	0
dmpp_list	CG	10	0038	chr7:147213115-147214169	10	0.04	0.03	0.00	12472	0
dmpp_list	CG	10	0039	chr11:132609364-132610559	10	0.04	0.03	0.01	12172	0
ballc	CG	10	0039	chr11:132609364-132610559	10	0.99	0.73	0.21	35056	0
ballc	CG	10	0040	chr18:53505240-53506718	10	1.00	0.68	0.24	35064	0
dmpp_list	CG	10	0040	chr18:53505240-53506718	10	0.05	0.04	0.01	14420	0
dmpp_list	CG	10	0041	chr7:142155340-142155941	10	0.03	0.03	0.00	14568	0
ballc	CG	10	0041	chr7:142155340-142155941	10	0.89	0.65	0.23	35072	0
ballc	CG	10	0042	chr8:93258272-93259554	10	0.97	0.65	0.24	35120	0
dmpp_list	CG	10	0042	chr8:93258272-93259554	10	0.05	0.04	0.01	12000	0
dmpp_list	CG	10	0043	chrX:56913054-56913738	10	0.05	0.03	0.01	12460	0
ballc	CG	10	0043	chrX:56913054-56913738	10	0.98	0.70	0.23	35064	0
ballc	CG	10	0044	chr6:124143967-124145005	10	1.03	0.68	0.24	35104	0
dmpp_list	CG	10	0044	chr6:124143967-124145005	10	0.05	0.04	0.00	12340	0
dmpp_list	CG	10	0045	chr12:57609991-57611227	10	0.06	0.04	0.01	14244	0
ballc	CG	10	0045	chr12:57609991-57611227	10	0.94	0.67	0.23	35124	0
ballc	CG	10	0046	chr5:16416167-16417731	10	0.96	0.71	0.24	35056	0
dmpp_list	CG	10	0046	chr5:16416167-16417731	10	0.05	0.03	0.01	14452	0
dmpp_list	CG	10	0047	chrX:33732914-33733256	10	0.05	0.04	0.00	14448	0
ballc	CG	10	0047	chrX:33732914-33733256	10	1.03	0.69	0.24	35116	0
ballc	CG	10	0048	chr20:7208269-7209333	10	1.14	0.67	0.23	35084	0
dmpp_list	CG	10	0048	chr20:7208269-7209333	10	0.06	0.04	0.01	12368	0
dmpp_list	CG	10	0049	chr2:236818024-236818461	10	0.09	0.03	0.01	12452	0
ballc	CG	10	0049	chr2:236818024-236818461	10	1.02	0.69	0.25	35016	0
ballc	CG	10	0050	chr13:55588098-55589591	10	0.99	0.68	0.23	35152	0
dmpp_list	CG	10	0050	chr13:55588098-55589591	10	0.06	0.03	0.01	12316	0
dmpp_list	CG	10	0051	chr4:72047673-72048201	10	0.05	0.04	0.01	12544	0
ballc	CG	10	0051	chr4:72047673-72048201	10	0.96	0.68	0.24	35016	0
ballc	CG	10	0052	chr5:15449680-15450643	10	0.93	0.64	0.24	35136	0
dmpp_list	CG	10	0052	chr5:15449680-15450643	10	0.05	0.04	0.01	12228	0
dmpp_list	CG	10	0053	chr8:11955567-11956074	10	0.04	0.03	0.01	12448	0
ballc	CG	10	0053	chr8:11955567-11956074	10	1.00	0.69	0.23	35096	0
ballc	CG	10	0054	chr10:123671691-123674480	10	0.99	0.66	0.25	35092	0
dmpp_list	CG	10	0054	chr10:123671691-123674480	10	0.06	0.04	0.00	14472	0
dmpp_list	CG	10	0055	chr18:70005736-70006080	10	0.05	0.04	0.01	14028	0
ballc	CG	10	0055	chr18:70005736-70006080	10	1.00	0.70	0.22	35060	0
ballc	CG	10	0056	chr6:126560209-126560748	10	1.00	0.69	0.23	35132	0
dmpp_list	CG	10	0056	chr6:126560209-126560748	10	0.05	0.04	0.00	12000	0
dmpp_list	CG	10	0057	chr6:168472624-168474551	10	0.05	0.04	0.01	12140	0
ballc	CG	10	0057	chr6:168472624-168474551	10	0.92	0.68	0.23	35044	0
ballc	CG	10	0058	chr8:3472697-3473159	10	0.88	0.62	0.25	35092	0
dmpp_list	CG	10	0058	chr8:3472697-3473159	10	0.03	0.02	0.00	12532	0
dmpp_list	CG	10	0059	chr19:28344343-28346016	10	0.03	0.02	0.00	12416	0
ballc	CG	10	0059	chr19:28344343-28346016	10	0.95	0.67	0.25	35116	0
ballc	CG	10	0060	chr9:20562981-20563797	10	0.99	0.68	0.24	35124	0
dmpp_list	CG	10	0060	chr9:20562981-20563797	10	0.05	0.04	0.01	12004	0
dmpp_list	CG	10	0061	chr8:136221145-136222235	10	0.05	0.03	0.01	12296	0
ballc	CG	10	0061	chr8:136221145-136222235	10	0.97	0.70	0.22	35128	0
ballc	CG	10	0062	chr12:5622945-5623319	10	0.96	0.72	0.20	35024	0
dmpp_list	CG	10	0062	chr12:5622945-5623319	10	0.05	0.04	0.01	11920	0
dmpp_list	CG	10	0063	chr4:19164070-19165278	10	0.05	0.04	0.00	12396	0
ballc	CG	10	0063	chr4:19164070-19165278	10	0.97	0.70	0.21	35060	0
ballc	CG	10	0064	chr9:9458902-9461863	10	0.98	0.70	0.22	35128	0
dmpp_list	CG	10	0064	chr9:9458902-9461863	10	0.04	0.03	0.00	14488	0
dmpp_list	CG	10	0065	chr7:126955811-126958406	10	0.05	0.04	0.00	14476	0
ballc	CG	10	0065	chr7:126955811-126958406	10	1.01	0.68	0.25	35104	0
ballc	CG	10	0066	chrX:130119041-130119207	10	1.18	0.67	0.46	35052	0
dmpp_list	CG	10	0066	chrX:130119041-130119207	10	0.05	0.04	0.01	12332	0
dmpp_list	CG	10	0067	chr7:27111485-27111903	10	0.05	0.03	0.01	12696	0
ballc	CG	10	0067	chr7:27111485-27111903	10	1.05	0.72	0.25	35132	0
ballc	CG	10	0068	chr1:73519185-73519932	10	1.10	0.67	0.35	35120	0
dmpp_list	CG	10	0068	chr1:73519185-73519932	10	0.21	0.04	0.01	14568	0
dmpp_list	CG	10	0069	chr18:50268597-50268728	10	0.10	0.04	0.00	12188	0
ballc	CG	10	0069	chr18:50268597-50268728	10	0.99	0.66	0.29	35040	0
ballc	CG	10	0070	chr6:51492948-51493393	10	0.95	0.69	0.25	35004	0
dmpp_list	CG	10	0070	chr6:51492948-51493393	10	0.05	0.04	0.01	12140	0
dmpp_list	CG	10	0071	chr6:50817231-50817460	10	0.05	0.04	0.01	12444	0
ballc	CG	10	0071	chr6:50817231-50817460	10	1.33	0.68	0.24	35040	0
ballc	CG	10	0072	chr18:5427768-5427951	10	1.01	0.69	0.26	35076	0
dmpp_list	CG	10	0072	chr18:5427768-5427951	10	0.19	0.04	0.01	12252	0
dmpp_list	CG	10	0073	chr7:53525475-53525834	10	0.05	0.04	0.00	14148	0
ballc	CG	10	0073	chr7:53525475-53525834	10	0.99	0.67	0.23	35108	0
ballc	CG	10	0074	chr20:61695399-61695722	10	1.01	0.70	0.21	35088	0
dmpp_list	CG	10	0074	chr20:61695399-61695722	10	0.06	0.03	0.00	12540	0
dmpp_list	CG	10	0075	chr10:18400909-18401323	10	0.04	0.03	0.01	14688	0
ballc	CG	10	0075	chr10:18400909-18401323	10	0.99	0.68	0.23	35140	0
ballc	CG	10	0076	chr12:123391597-123392259	10	0.96	0.68	0.23	35136	0
dmpp_list	CG	10	0076	chr12:123391597-123392259	10	0.05	0.04	0.00	12448	0
dmpp_list	CG	10	0077	chr13:110308769-110308902	10	0.05	0.04	0.00	12500	0
ballc	CG	10	0077	chr13:110308769-110308902	10	0.94	0.67	0.25	34996	0
ballc	CG	10	0078	chr4:44354342-44357413	10	0.99	0.71	0.22	35024	0
dmpp_list	CG	10	0078	chr4:44354342-44357413	10	0.05	0.04	0.00	12232	0
dmpp_list	CG	10	0079	chr2:48901985-48904986	10	0.05	0.03	0.01	11748	0
ballc	CG	10	0079	chr2:48901985-48904986	10	0.95	0.70	0.23	35044	0
ballc	CG	10	0080	chr13:82821299-82821513	10	0.96	0.68	0.24	35076	0
dmpp_list	CG	10	0080	chr13:82821299-82821513	10	0.04	0.03	0.00	14608	0
dmpp_list	CG	10	0081	chr6:7200983-7201712	10	0.04	0.03	0.01	14440	0
ballc	CG	10	0081	chr6:7200983-7201712	10	1.00	0.72	0.20	35044	0
ballc	CG	10	0082	chr16:35473551-35474428	10	0.99	0.70	0.22	35076	0
dmpp_list	CG	10	0082	chr16:35473551-35474428	10	0.05	0.04	0.01	12108	0
dmpp_list	CG	10	0083	chr1:13233364-13233554	10	0.19	0.04	0.01	12356	0
ballc	CG	10	0083	chr1:13233364-13233554	10	0.94	0.67	0.25	35116	0
ballc	CG	10	0084	chr12:53677129-53677640	10	0.90	0.66	0.23	35116	0
dmpp_list	CG	10	0084	chr12:53677129-53677640	10	0.06	0.03	0.01	12364	0
dmpp_list	CG	10	0085	chr7:153566888-153570225	10	0.04	0.02	0.01	12448	0
ballc	CG	10	0085	chr7:153566888-153570225	10	1.02	0.70	0.23	35092	0
ballc	CG	10	0086	chr12:11727290-11727741	10	0.96	0.68	0.24	35060	0
dmpp_list	CG	10	0086	chr12:11727290-11727741	10	0.05	0.04	0.01	12432	0
dmpp_list	CG	10	0087	chr13:107546191-107546670	10	0.05	0.04	0.00	12176	0
ballc	CG	10	0087	chr13:107546191-107546670	10	0.99	0.69	0.21	35056	0
ballc	CG	10	0088	chr8:72834326-72834875	10	0.97	0.68	0.23	35160	0
dmpp_list	CG	10	0088	chr8:72834326-72834875	10	0.05	0.04	0.01	12272	0
dmpp_list	CG	10	0089	chr17:56105181-56105412	10	0.07	0.03	0.01	14704	0
ballc	CG	10	0089	chr17:56105181-56105412	10	0.99	0.69	0.24	35172	0
ballc	CG	10	0090	chr7:52514751-52515858	10	0.94	0.67	0.23	35084	0
dmpp_list	CG	10	0090	chr7:52514751-52515858	10	0.05	0.04	0.01	12084	0
dmpp_list	CG	10	0091	chr18:25400148-25400486	10	0.05	0.03	0.01	14456	0
ballc	CG	10	0091	chr18:25400148-25400486	10	0.96	0.70	0.22	35180	0
ballc	CG	10	0092	chr14:83475221-83478226	10	1.05	0.71	0.22	35080	0
dmpp_list	CG	10	0092	chr14:83475221-83478226	10	0.05	0.04	0.01	14152	0
dmpp_list	CG	10	0093	chr20:55530845-55534227	10	0.05	0.04	0.01	12080	0
ballc	CG	10	0093	chr20:55530845-55534227	10	1.00	0.68	0.25	35124	0
ballc	CG	10	0094	chr5:68250344-68251453	10	0.93	0.66	0.23	35120	0
dmpp_list	CG	10	0094	chr5:68250344-68251453	10	0.05	0.03	0.01	14524	0
dmpp_list	CG	10	0095	chr19:53584341-53585579	10	0.05	0.04	0.00	12228	0
ballc	CG	10	0095	chr19:53584341-53585579	10	0.97	0.68	0.25	35084	0
ballc	CG	10	0096	chr4:46269607-46271784	10	0.99	0.68	0.24	35124	0
dmpp_list	CG	10	0096	chr4:46269607-46271784	10	0.05	0.04	0.01	12448	0
dmpp_list	CG	10	0097	chr7:32211625-32212362	10	0.05	0.04	0.01	14776	0
ballc	CG	10	0097	chr7:32211625-32212362	10	0.87	0.65	0.20	35140	0
ballc	CG	10	0098	chr18:1119195-1120276	10	1.12	0.69	0.23	35124	0
dmpp_list	CG	10	0098	chr18:1119195-1120276	10	0.06	0.04	0.00	12200	0
dmpp_list	CG	10	0099	chr10:44387560-44387653	10	0.10	0.04	0.01	12292	0
ballc	CG	10	0099	chr10:44387560-44387653	10	1.02	0.69	0.22	35076	0
ballc	CG	10	0100	chr1:236713100-236713431	10	1.04	0.67	0.23	35100	0
dmpp_list	CG	10	0100	chr1:236713100-236713431	10	0.06	0.04	0.00	12236	0
dmpp_list	CG	200	0001	chr18:60904687-60905329	200	4.38	0.81	0.06	12844	0
ballc	CG	200	0001	chr18:60904687-60905329	200	19.43	14.21	4.45	35184	0
ballc	CG	200	0002	chr7:129102492-129103257	200	19.73	14.95	4.60	35172	0
dmpp_list	CG	200	0002	chr7:129102492-129103257	200	0.80	0.76	0.02	12856	0
dmpp_list	CG	200	0003	chr10:80986092-80987802	200	2.23	0.76	0.05	12936	0
ballc	CG	200	0003	chr10:80986092-80987802	200	20.69	15.05	4.80	35224	0
ballc	CG	200	0004	chr7:73004751-73004968	200	20.91	14.87	5.06	35116	0
dmpp_list	CG	200	0004	chr7:73004751-73004968	200	0.81	0.76	0.03	13240	0
dmpp_list	CG	200	0005	chr19:54565849-54566796	200	1.63	0.80	0.03	14608	0
ballc	CG	200	0005	chr19:54565849-54566796	200	19.56	14.67	4.73	35144	0
ballc	CG	200	0006	chr9:100907369-100908413	200	19.74	14.81	4.60	35168	0
dmpp_list	CG	200	0006	chr9:100907369-100908413	200	0.80	0.76	0.03	13020	0
dmpp_list	CG	200	0007	chr6:62666358-62666693	200	0.86	0.81	0.04	13112	0
ballc	CG	200	0007	chr6:62666358-62666693	200	19.59	14.73	4.68	35196	0
ballc	CG	200	0008	chr8:4995081-4995181	200	19.58	14.80	4.62	35180	0
dmpp_list	CG	200	0008	chr8:4995081-4995181	200	0.87	0.81	0.04	12704	0
